totalrx,totaltx
> 1000,> 1000

totalrx,totaltx
0,0
0,0
840,680
2760,2160
284015,6993
3912451,4082445
512,552
4275486,4055260
0,0
66,618
790,338
248,272
240,0
846,276
1562,1638
230,132
650,42
256,276
760,824
3437419,73261
859416,4112358
0,0
0,0
248,272
0,0
0,0
1203049,27017
3122850,4123148
256,276
0,0
1000,824
240,0
808,904
0,0
0,0
4269171,1144670
63600,3002677
560,548
544,620
0,0
824,552
0,0
838,272
0,0
296,328
650,42
0,0
248,272
4297259,4192093
66,270
1494,1170
0,0
240,0
248,272
0,0
552,576
256,276
4379044,3809314
12078,400102
248,272
66,282
5006,4074
4352,3544
480,0
248,272
4357085,4239087
808,904
0,0
0,0
4419558,4305212
0,0
590,0
544,608
21101,14562
9684,8873
41438,27636
248,272
628,757
1638,904
0,0
0,0
248,272
0,0
0,0
4381707,4278879
0,0
256,276
256,276
504,548
4492868,4303040
88078,393850
393732,378967
103604,89836
784,580
88668,73659
18704,17802
1568,1680
10962,8214
4463027,4315295
82434,92386
399918,240212
159740,133228
0,0
60,42
838,272
0,0
0,0
4495338,4311850
752,820
0,0
2098,4592
920,264
4440412,350280
31284,3980978
248,272
752,788
552,632
0,0
240,0
248,272
240,0
0,0
3376,2760
4466629,1417748
62502,2917105
0,0
760,824
0,0
296,348
552,0
688,0
248,272
2275915,49633
2229122,4331262
230,66
0,0
590,0
4563060,4105312
9166,270158
296,356
240,0
0,0
744,548
0,0
0,0
784,600
760,824
0,0
4480143,608286
101512,3845427
512,552
296,352
2312523,50977
2173702,4330712
6968,272
8416,276
5874,1110
17102,610
19200,0
4982,0
29800,824
15120,0
1126,348
60,42
28320,0
590,0
4547978,3442694
22704,934714
0,0
0,0
512,552
922159,20131
3566910,4373206
5860,5454
0,0
512,520
0,0
248,272
0,0
0,0
0,0
240,0
3336,2610
248,272
0,0
0,0
4590448,4394996
0,0
0,0
902,0
4537526,4436358
0,0
1086,276
1620,1648
752,754
590,0
1008,1030
504,548
0,0
0,0
0,0
0,0
256,276
248,272
4183315,91213
331908,4315186
256,276
4587559,4458433
0,0
248,272
752,552
512,552
0,0
240,0
0,0
4560,4284
240,0
560,548
590,0
1576,1306
0,0
590,0
4592331,4402263
314,734
3218203,70225
1325499,4384251
240,0
248,272
0,0
0,0
1264,1038
0,0
0,0
248,272
0,0
512,520
4520052,4406962
0,0
0,0
4576853,4379743
0,0
72,0
6116,28938
0,0
0,0
248,272
512,552
590,0
98,0
312,0
590,0
300,42
256,276
4593434,4463824
4576112,3424510
22572,981526
496,276
256,276
248,272
0,0
0,0
0,0
256,276
240,0
248,272
240,0
256,276
4510982,4436300
240,0
752,552
0,0
4617100,4421299
0,0
0,0
867,420
1008,828
1142,544
0,0
0,0
824,552
3423937,74689
1192429,4396803
0,0
830,0
0,0
240,0
0,0
0,0
480,0
1048,1112
240,0
0,0
480,0
4639029,4445241
4563067,4499849
512,520
0,0
240,0
240,0
488,272
0,0
72,0
3000,2160
0,0
240,0
768,762
830,66
0,0
240,0
962,42
480,0
9177541,4602965
44367,4369889
240,0
240,0
240,0
256,276
256,276
29983,22071
19887,13894
23114,15146
132,482
0,0
256,276
2636255,57693
6554697,7286611
35574,1573154
256,276
0,0
256,276
248,272
512,552
0,0
256,276
0,0
1358,828
560,548
0,0
590,0
1396,1016
0,66
503371,11023
8679887,7980961
20766,931488
0,0
0,0
480,0
0,0
0,0
1024,1104
0,0
386,630
240,0
0,0
4672598,4467238
760,792
240,0
0,0
0,0
300,0
180,0
4593189,4509817
32608,23409
0,0
688,0
1248,828
4687435,4552415
650,42
240,0
312,0
590,0
0,0
2178,9024
136304,95600
5013365,5179165
91648,77026
256,276
256,276
240,0
4610354,95129
112077,4490860
0,0
296,560
0,0
0,0
496,276
248,272
256,276
240,0
256,276
240,0
512,552
248,272
4707645,4497025
830,0
4633338,4552822
560,548
890,42
0,0
824,552
1310,0
0,0
0,0
736,276
488,272
0,0
240,0
296,520
0,0
4707177,4519469
0,0
0,0
480,0
0,0
0,0
4138407,90743
501384,4467952
296,556
0,0
240,0
0,0
320,272
2760,2160
590,0
0,0
1248,828
650,42
488,272
4627183,111802
4801137,8936408
0,0
240,0
496,276
0,0
0,0
0,0
256,276
496,276
0,0
248,272
0,0
330,90
0,0
90,90
4168505,90907
496996,4480424
4742117,3801164
18604,707283
296,536
0,0
240,0
512,552
838,272
512,552
282,198
1598,828
758,868
1951679,42505
2785405,4570297
824,552
90,90
0,0
0,0
256,276
90,90
0,0
0,0
4755633,4616629
240,0
1024,1104
248,272
240,0
0,0
0,0
256,244
4680785,4576889
240,0
0,0
98,0
536,528
0,0
72,0
3350,2160
488,272
300,42
1358,828
240,0
4778676,4638908
590,0
560,272
0,0
4724750,4616322
256,276
240,0
0,0
240,0
496,276
256,276
240,0
240,0
240,0
248,272
0,0
480,0
4723388,980656
78970,3688726
0,0
256,276
240,0
240,0
536,528
1342,552
240,0
4742892,4635452
1138,314
1520,1380
544,272
4813730,4227700
10362,383596
824,552
968,272
240,0
240,0
256,276
0,0
90,90
0,0
0,0
0,0
892,972
240,0
4827970,4692350
248,272
0,0
256,244
256,276
0,0
0,0
0,0
4848305,4719809
590,0
368,540
2760,2160
650,42
240,0
1496,1100
590,0
240,0
240,0
4858502,4678176
0,0
248,272
496,276
330,90
90,90
0,0
256,276
496,276
0,0
0,0
4865196,4663920
0,0
0,0
248,272
0,0
496,276
240,0
256,276
3577955,77947
1299931,4641379
0,0
1139,972
296,532
906,318
4895059,4702882
1280,1380
1398,820
256,276
0,0
824,552
0,0
0,0
248,272
256,276
240,0
2857051,62173
1964040,4692598
0,0
0,0
1024,1038
0,0
240,0
0,0
90,90
744,516
4876722,3047928
39534,1731330
0,0
240,0
775,582
240,0
72,0
280562,197782
29194,21062
381901,8317
4551150,4734751
0,0
248,272
0,0
410,0
0,0
0,0
4938834,4727446
248,272
0,0
0,0
256,276
256,276
0,0
0,0
240,0
240,0
4914284,4761174
0,0
0,0
504,548
0,0
256,276
4960600,4759826
0,0
240,0
1102,552
60,42
0,0
886,520
1280,1380
560,548
512,552
248,272
4946534,4520690
6864,215030
0,0
0,0
4863477,4787961
248,272
240,0
240,0
0,0
0,0
496,276
0,0
0,0
240,0
240,0
256,244
256,276
248,272
830,0
4956910,4821722
0,0
1310,0
312,0
4901954,4784156
240,0
830,0
1064,1364
0,0
0,0
240,0
800,272
0,0
0,0
496,276
240,0
4976136,4760340
248,272
256,276
256,276
4896548,4795842
0,0
0,0
0,0
0,0
0,0
4104,3740
372440,278470
3568,2938
1334,548
0,0
0,0
590,0
812,594
4996148,4856750
590,0
0,0
1024,1104
600,796
512,552
0,0
824,552
4901174,127884
21714,4695774
0,0
256,276
0,0
0,0
4910488,19831
109201,4779570
240,0
1024,1038
240,0
0,0
0,0
2804845,61025
2137907,4800527
9614,8387
1478,1100
240,0
1000,1026
590,0
240178,573408
160966,144765
19262,12640
0,0
744,548
512,552
0,0
4928581,4850901
4984249,3435192
32224,1440049
240,0
776,616
256,276
330,90
744,548
752,820
1384,1736
256,276
240,0
4922009,99089
78929,4746717
5030646,4808524
0,0
0,0
240,0
590,0
968,272
256,276
590,0
1000,824
60,42
1192,642
0,0
330,90
240,0
3840147,85551
1130734,4751054
512,552
248,272
1064,552
0,0
0,0
240,0
5038747,4821511
0,0
0,0
0,0
296,540
240,0
256,276
0,0
248,272
0,0
240,0
256,244
846,276
4996745,3742826
1635669,1111446
3416036,4853542
0,0
0,0
3406,1818
256,342
0,0
240,0
512,552
0,0
240,0
5039079,4818193
816,548
240,0
480,0
256,276
240,0
0,0
0,0
5034813,4883439
256,276
296,536
240,0
0,0
0,0
248,272
5067284,4921262
590,0
0,0
0,0
846,276
308,314
256,276
590,0
512,552
0,0
0,0
74,74
1280,1454
5065915,4890753
586,626
4999270,1100566
81080,3756604
248,272
240,0
0,0
256,350
0,0
0,0
0,0
240,0
0,0
808,1068
5069072,4846482
240,74
300,0
1078,272
256,244
496,276
1070,0
4969117,599668
39270,4286479
1078,272
0,0
5676,28386
736,276
0,0
0,0
512,486
0,0
0,0
240,0
4986748,4869646
5075372,4927078
586,272
256,276
0,0
0,0
240,0
256,276
496,276
0,0
0,0
296,540
0,0
830,0
4989541,4880915
728,272
2875213,55021
2200053,4870549
256,276
0,0
846,276
488,272
1139,972
0,0
867,420
0,0
1280,1380
560,548
512,552
0,0
1064,552
97828,60108
29760,24786
36824,402150
256,276
3361213,73195
1662529,4826675
0,0
5018970,1352720
76956,3516122
1024,972
0,0
240,0
830,0
240,0
316,286
1142,880
240,0
0,0
590,0
5082660,4871906
5004760,4924340
2576,1884
256,276
480,0
240,0
248,272
0,0
496,276
0,0
824,552
0,0
0,0
256,276
5093102,4955692
240,0
240,0
256,276
744,548
480,0
5028493,4915313
0,0
830,0
0,0
300,42
5011934,427740
116274,4547362
240,0
846,276
240,0
256,276
536,572
512,552
5056735,4948637
0,0
248,272
1280,1314
304,272
512,552
0,0
1592,1316
248,272
0,0
0,0
256,276
5078651,2151244
60522,2759269
0,0
0,0
0,0
256,276
590,0
4428583,96427
634942,4906790
590,0
256,244
256,276
0,0
590,0
0,0
0,0
0,0
5184283,3968217
26630,1074073
0,0
0,0
488,272
0,0
256,276
0,0
824,552
2236311,48577
2871903,4958517
256,276
0,0
480,0
0,0
5159739,4124728
21046,904377
240,0
0,0
830,0
240,0
60,42
838,272
0,0
0,0
590,0
5156455,5007259
0,0
256,276
0,0
512,552
5204492,4972698
0,0
0,0
1280,1314
552,544
512,552
0,0
824,552
240,0
0,0
248,272
256,276
0,0
0,0
0,0
0,0
5175775,5022491
5137067,1088194
85206,3990321
540,42
590,0
0,0
504,516
846,276
0,0
0,0
0,0
0,0
0,0
2824,2058
496,276
5127911,5017459
240,0
0,0
0,0
504,548
0,0
824,552
5168636,2577980
54534,2501596
256,276
248,272
0,0
240,0
256,276
2746785,60073
2389564,4974496
0,0
60,42
590,0
0,0
0,0
5213194,3926678
26516,1163426
0,0
256,276
0,0
496,276
0,0
512,552
0,0
0,0
1422081,32673
3756254,5018986
560,548
5259403,5117677
1000,758
386,140
30149,21997
604,1230
51392,30135
0,0
488,561
132,192
0,0
0,0
5217249,5084405
812,594
240,0
590,0
0,0
5278587,5127405
1342,520
0,0
248,272
0,0
98,0
0,0
240,0
2832,2160
240,0
0,0
0,0
536,544
256,276
0,0
5287866,5118916
1312,824
5187292,102323
112663,5048114
0,0
0,0
0,0
504,548
240,0
846,276
60,42
0,0
590,0
0,0
0,0
590,0
0,0
0,0
256,276
248,272
5149247,112135
5382653,10097869
512,552
0,0
0,0
0,0
768,828
800,482
296,590
512,552
752,552
312,0
248,272
0,0
256,276
0,0
5325557,5174941
0,0
3531859,77097
1802003,5089787
0,0
1102,552
0,0
0,0
590,0
0,0
512,520
0,0
0,0
0,0
248,272
5341017,5103907
0,0
3072,2160
0,0
725579,15709
4556446,5137914
0,0
496,276
296,532
0,0
824,552
0,0
744,548
5255914,411402
108722,4717376
480,0
256,276
650,42
984,548
0,0
590,0
0,0
240,0
590,0
0,0
0,0
240,0
5303444,5176226
0,0
0,0
504,548
1139,972
0,0
5348062,3524476
37719,1709604
768,828
304,272
0,0
752,552
808,1080
312,0
0,0
0,0
504,548
0,0
0,0
5303902,1883508
5392411,8499817
98,0
838,272
512,552
240,0
590,0
240,0
0,0
512,520
240,0
0,0
0,0
2498233,54385
2877110,5124354
248,272
2832,2160
0,0
0,0
0,0
240,0
5315862,2205126
66000,3022896
0,0
1360,1080
0,0
256,276
530033,11485
4856023,5171985
590,0
316,318
256,276
590,0
0,0
488,272
830,0
0,0
5378991,3711382
39072,1609469
0,0
240,0
256,276
5398782,5248312
240,0
256,276
512,552
968,272
0,0
0,0
1024,1038
560,548
5421539,5271905
480,0
512,552
312,0
296,552
0,0
256,276
590,0
308,314
5345945,5268537
0,0
590,0
768,762
0,0
838,272
5440728,5202438
0,0
240,0
512,520
0,0
240,0
0,0
0,0
0,0
72,0
5053597,112117
5765483,9519349
20064,859650
0,0
0,0
496,276
0,0
512,552
312,0
0,0
552,792
240,0
590,0
60,42
5468335,5227469
2615657,57169
2769050,5204086
0,0
590,0
240,0
248,272
0,0
0,0
0,0
0,0
256,276
0,0
663521,14599
4737418,5247443
5475251,5233983
0,0
240,0
488,272
1280,1380
800,548
512,552
0,0
512,552
0,0
312,0
0,0
1142,808
0,0
60,42
5378790,5314322
248,272
0,0
1102,552
240,0
5481211,5233975
0,0
248,272
98,0
512,520
0,0
0,0
0,0
0,0
240,0
312,0
2760,2160
0,0
0,0
248,272
0,0
5367345,117251
39585,5158633
512,552
5498076,5342094
312,0
1086,276
0,0
836,570
830,0
496,276
496,276
488,272
830,0
0,0
240,0
0,0
0,0
728,272
240,0
5469741,4771872
15898,553293
3694293,80389
1761288,5224280
0,0
752,552
0,0
240,0
0,0
768,828
792,544
512,552
240,0
752,552
0,0
312,0
590,0
324445,7249
5082253,5284117
886,536
0,0
5497195,5251739
590,0
1240,824
0,0
240,0
240,0
240,0
240,0
760,792
240,0
0,0
240,0
0,0
5459226,5303212
312,0
2760,2160
0,0
0,0
240,0
0,0
5516301,5271563
0,0
512,552
240,0
902,0
556,318
0,0
830,0
4713215,102367
752679,5263589
846,276
0,0
5539866,5293026
248,272
0,0
240,0
0,0
0,0
240,0
248,272
496,276
0,0
496,276
2602699,56629
2854112,5308450
240,0
0,0
0,0
768,828
5560494,5400312
872,552
368,272
512,552
590,0
312,0
60,42
846,276
0,0
0,0
323205,6865
5250400,5363318
0,0
256,276
0,0
5579620,5330370
480,0
240,0
98,0
512,520
240,0
248,272
240,0
0,0
5511048,5390674
312,0
3000,2160
0,0
0,0
0,0
5603146,5355676
256,276
0,0
760,824
590,0
612,42
256,276
590,0
240,0
0,0
5342371,116569
185498,5293742
5629597,5465763
0,0
0,0
240,0
248,272
240,0
0,0
0,0
480,0
256,276
248,272
496,276
0,0
5637382,5377621
0,0
0,0
627,420
1280,1380
1366065,29973
4193242,5415832
0,0
1102,552
308,314
312,0
590,0
256,276
0,0
590,0
0,0
0,0
5642439,5392531
552,804
132,66
0,0
0,0
248,272
5597100,5440318
512,520
240,0
0,0
0,0
433,806
0,0
312,0
2760,2160
0,0
5668233,5433745
4780,2755
240,0
256,276
590,0
812,594
240,0
1150,272
5559126,121343
64137,5354638
590,0
0,0
256,276
256,276
0,0
5602891,1486938
82202,3952389
240,0
0,0
0,0
1850489,40467
3774118,5445838
0,0
256,276
0,0
256,276
248,272
512,552
5646020,2546168
64614,2906044
0,0
1024,1038
560,548
1102,552
0,0
1324,1082
5648240,5502918
902,0
248,272
496,276
590,0
0,0
0,0
0,0
0,0
1024,1038
5689823,3361800
50984,2113733
0,0
0,0
496,244
744,548
0,0
0,0
74,74
30313,22977
5623204,122769
72077,5478950
32608,23697
132,192
240,0
0,0
0,0
5764707,5534921
60,42
512,552
590,0
312,0
256,276
838,272
0,0
0,0
256,276
256,276
3483847,75769
7864581,7430846
79398,3595399
240,0
536,552
0,0
0,0
240,0
248,272
256,276
0,0
256,276
0,0
752,552
488,272
0,0
0,0
5744047,4254048
30396,1227653
512,552
896477,19645
4792465,5597987
0,0
312,0
590,0
256,276
248,272
0,0
240,0
0,0
0,0
512,552
0,0
5794087,5531931
2946,0
296,524
496,244
496,276
0,0
488,272
0,0
0,0
0,0
5803428,5583544
2760,2160
488,272
0,0
590,0
0,0
256,276
650,42
512,552
0,0
312,0
846,276
0,0
0,0
1306963,28587
4410401,5535579
256,276
0,0
0,0
0,0
0,0
0,0
480,0
536,504
0,0
0,0
256,276
728,272
256,276
0,0
512,552
0,0
3635247,79003
2075321,5494781
1870,1380
692,614
812,594
830,0
256,276
0,0
1398,276
0,0
256,276
240,0
0,0
248,272
0,0
0,0
1024,1038
5670915,123509
0,0
0,0
0,0
256,244
552,792
0,0
98,0
0,0
248,272
0,0
72,0
2760,2160
0,0
590,0
488,272
192,108
846,276
0,0
512,552
590,0
312,0
5685215,124473
0,0
0,0
0,0
256,276
504,548
0,0
0,0
480,0
0,0
0,0
240,0
0,0
240,0
296,480
388,342
240,0
256,276
5671155,124139
752,552
0,0
830,0
0,0
1340,1422
1398,820
512,552
0,0
256,276
830,0
568,276
0,0
256,276
240,0
132,66
0,0
0,0
248,272
496,276
0,0
0,0
0,0
240,0
256,244
256,276
0,0
296,500
4560,0
240,0
0,0
20720,272
3240,2160
590,0
33900,42
240,0
590,0
20904,548
240,0
1102,552
240,0
312,0
256,276
0,0
